record_id,model,condition,rank,source_attached_execution,type_completed_execution,completion_rescue,completion_break,production_accept,reference_accept,accept_agreement,error_set_agreement,production_errors,reference_errors,source_error,completed_error
nvbench2:dev:362,gemma3:27b,direct,1,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:362,gemma3:27b,direct,2,1,1,0,0,0,0,1,1,missing_required_channel,missing_required_channel,,
nvbench2:dev:362,gemma3:27b,direct,3,1,1,0,0,0,0,1,1,missing_required_channel,missing_required_channel,,
nvbench2:dev:367,gemma3:27b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:367,gemma3:27b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:381,gemma3:27b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:381,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:383,gemma3:27b,direct,1,1,1,0,0,0,0,1,1,missing_required_channel,missing_required_channel,,
nvbench2:dev:383,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:384,gemma3:27b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:384,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:388,gemma3:27b,direct,1,1,1,0,0,0,0,1,1,count_with_field:color|missing_required_channel,count_with_field:color|missing_required_channel,,
nvbench2:dev:388,gemma3:27b,direct,2,1,1,0,0,0,0,1,1,count_with_field:color|missing_required_channel,count_with_field:color|missing_required_channel,,
nvbench2:dev:388,gemma3:27b,direct,3,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:394,gemma3:27b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:394,gemma3:27b,direct,2,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:398,gemma3:27b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:398,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:403,gemma3:27b,direct,1,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:403,gemma3:27b,direct,2,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:403,gemma3:27b,direct,3,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Need a valid continuous axis for boxplots
    at Ns (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50476)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51047
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at gg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:241807)
    at gg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:403,gemma3:27b,direct,4,0,0,0,0,0,0,1,1,count_with_field:x,count_with_field:x,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:403,gemma3:27b,direct,5,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""classroom"",""ge"":110}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:405,gemma3:27b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:405,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:405,gemma3:27b,direct,3,0,1,1,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Need a valid continuous axis for boxplots
    at Ns (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50476)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51047
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)",
nvbench2:dev:421,gemma3:27b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta|missing_required_channel|unknown_field:row count,count_with_field:theta|missing_required_channel|unknown_field:row count,,
nvbench2:dev:422,gemma3:27b,direct,1,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:422,gemma3:27b,direct,2,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:422,gemma3:27b,direct,3,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'length')
    at c (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:362)
    at ee (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2954)
    at Ua (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:36254)
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:21718)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)","ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'length')
    at c (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:362)
    at ee (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2954)
    at Ua (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:36254)
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:21718)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)"
nvbench2:dev:422,gemma3:27b,direct,4,0,0,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,"ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'length')
    at c (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:362)
    at ee (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2954)
    at Ua (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:36254)
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:21718)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)","ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'length')
    at c (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:362)
    at ee (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2954)
    at Ua (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:36254)
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:21718)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)"
nvbench2:dev:436,gemma3:27b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:436,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:444,gemma3:27b,direct,1,0,0,0,0,0,0,1,1,count_with_field:y,count_with_field:y,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""player"",""values"":[""Jonathan Bornstein Category:Articles with hCards"",""Michael Parkhurst Category:Articles with hCards"",""Carlos Bocanegra Category:Articles with hCards""]}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""player"",""values"":[""Jonathan Bornstein Category:Articles with hCards"",""Michael Parkhurst Category:Articles with hCards"",""Carlos Bocanegra Category:Articles with hCards""]}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:444,gemma3:27b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:444,gemma3:27b,direct,3,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""player"",""values"":[""Jonathan Bornstein Category:Articles with hCards"",""Michael Parkhurst Category:Articles with hCards"",""Carlos Bocanegra Category:Articles with hCards""]}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""player"",""values"":[""Jonathan Bornstein Category:Articles with hCards"",""Michael Parkhurst Category:Articles with hCards"",""Carlos Bocanegra Category:Articles with hCards""]}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:444,gemma3:27b,direct,4,0,0,0,0,0,0,1,1,count_with_field:y,count_with_field:y,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""player"",""values"":[""Jonathan Bornstein Category:Articles with hCards"",""Michael Parkhurst Category:Articles with hCards"",""Carlos Bocanegra Category:Articles with hCards""]}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field predicate: {""field"":""player"",""values"":[""Jonathan Bornstein Category:Articles with hCards"",""Michael Parkhurst Category:Articles with hCards"",""Carlos Bocanegra Category:Articles with hCards""]}
    at Sr (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:22460)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:125024
    at J (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:2589)
    at Bf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:124962)
    at new Lf (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:123614)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:217939
    at Hp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:218980)
    at pg.parseData (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:238151)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193882)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)"
nvbench2:dev:444,gemma3:27b,direct,5,0,1,1,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Need a valid continuous axis for boxplots
    at Ns (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50476)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51047
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)",
