record_id,gold_count,step4_count,step5_count,step6_count,raw_count,expanded_count,deduplicated_complete_count,cap15_count,step6_set_equal_gold,step6_contains_any_gold,complete_pool_contains_any_gold,heuristic_top5_contains_any_gold
nvbench2:train:2030,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2031,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2032,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2033,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2034,4,1,2,4,7,11,7,7,1,1,1,1
nvbench2:train:2035,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2036,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:2037,5,5,5,5,15,15,10,10,1,1,1,1
nvbench2:train:2038,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:2039,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2040,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2041,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2042,5,5,5,5,15,15,15,15,1,1,1,0
nvbench2:train:2043,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2044,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2045,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:2046,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2047,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2048,5,5,5,5,15,15,9,9,0,1,1,0
nvbench2:train:2049,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2050,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2051,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2052,2,1,2,2,5,5,5,5,0,0,0,0
nvbench2:train:2053,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2054,4,2,4,4,10,10,5,5,1,1,1,1
nvbench2:train:2055,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2056,4,1,4,4,9,9,7,7,1,1,1,1
nvbench2:train:2057,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2058,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2059,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2060,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2061,3,2,3,3,8,8,6,6,1,1,1,1
nvbench2:train:2062,4,1,4,4,9,9,8,8,1,1,1,1
nvbench2:train:2063,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:2064,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2065,2,1,1,1,3,3,1,1,0,0,0,0
nvbench2:train:2066,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2067,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:2068,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2069,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2070,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2071,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2072,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2073,3,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:2074,3,2,3,3,8,8,6,6,1,1,1,1
nvbench2:train:2075,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:2076,2,2,2,2,6,6,3,3,1,1,1,1
nvbench2:train:2077,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2078,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2079,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2080,2,1,2,1,4,4,3,3,0,1,1,1
nvbench2:train:2081,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2082,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2083,5,2,4,6,12,12,10,10,0,1,1,1
nvbench2:train:2084,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2085,5,2,4,5,11,11,8,8,1,1,1,1
nvbench2:train:2086,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2087,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2088,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2089,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2090,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2091,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2092,5,2,5,5,12,12,6,6,1,1,1,1
nvbench2:train:2093,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2094,5,2,5,5,12,12,11,11,1,1,1,0
nvbench2:train:2095,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2096,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2097,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2098,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2099,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2100,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2101,2,2,2,2,6,6,3,3,0,1,1,1
nvbench2:train:2102,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2103,5,2,4,5,11,11,8,8,1,1,1,1
nvbench2:train:2104,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2105,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2106,3,1,2,1,4,4,2,2,0,1,1,1
nvbench2:train:2107,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2108,2,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:2109,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2110,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2111,3,1,3,3,7,7,6,6,1,1,1,1
nvbench2:train:2112,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2113,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2114,3,1,3,3,7,7,3,3,1,1,1,1
nvbench2:train:2115,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2116,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2117,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:2118,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2119,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2120,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:2121,3,3,3,3,10,10,8,8,1,1,1,0
nvbench2:train:2122,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2123,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2124,4,1,2,2,5,5,4,4,0,1,1,1
nvbench2:train:2125,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2126,2,1,2,2,5,5,2,2,0,0,0,0
nvbench2:train:2127,4,1,4,4,9,18,18,15,1,1,1,1
nvbench2:train:2128,2,1,1,1,3,3,3,3,0,0,0,0
nvbench2:train:2129,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2130,3,1,2,1,4,4,2,2,0,1,1,1
nvbench2:train:2131,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2132,4,1,4,4,9,18,10,10,1,1,1,1
nvbench2:train:2133,5,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:2134,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2135,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2136,5,1,1,1,3,3,2,2,0,0,0,0
nvbench2:train:2137,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2138,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2139,5,2,4,5,11,11,9,9,1,1,1,1
nvbench2:train:2140,5,2,4,5,11,11,9,9,1,1,1,1
nvbench2:train:2141,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2142,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2143,2,1,2,2,5,10,6,6,1,1,1,1
nvbench2:train:2144,5,2,4,5,11,11,11,11,1,1,1,0
nvbench2:train:2145,4,2,4,4,10,10,8,8,1,1,1,1
nvbench2:train:2146,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2147,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2148,4,2,4,4,10,10,8,8,1,1,1,1
nvbench2:train:2149,2,1,2,2,5,10,6,6,1,1,1,1
nvbench2:train:2150,5,2,2,6,10,10,8,8,0,1,1,0
nvbench2:train:2151,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2152,2,1,2,1,4,4,3,3,0,1,1,1
nvbench2:train:2153,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2154,4,2,2,2,6,6,4,4,0,1,1,1
nvbench2:train:2155,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2156,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2157,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:2158,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2159,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2160,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2161,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2162,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2163,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2164,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2165,3,2,3,3,8,8,8,8,1,1,1,1
nvbench2:train:2166,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2167,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:2168,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2169,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2170,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2171,5,1,4,5,10,12,9,9,1,1,1,1
nvbench2:train:2172,5,3,4,5,12,12,8,8,1,1,1,1
nvbench2:train:2173,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2174,5,1,4,5,10,12,9,9,1,1,1,1
nvbench2:train:2175,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2176,2,1,2,1,4,4,2,2,0,1,1,1
nvbench2:train:2177,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2178,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2179,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2180,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2181,5,2,2,2,6,6,4,4,0,1,1,1
nvbench2:train:2182,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2183,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2184,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2185,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2186,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2187,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2188,3,3,3,3,9,9,6,6,1,1,1,1
nvbench2:train:2189,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2190,3,3,3,3,9,9,6,6,1,1,1,1
nvbench2:train:2191,3,1,3,3,7,7,6,6,1,1,1,1
nvbench2:train:2192,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2193,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2194,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:2195,4,2,4,4,10,10,9,9,1,1,1,0
nvbench2:train:2196,4,1,4,4,9,9,7,7,1,1,1,1
nvbench2:train:2197,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2198,4,1,1,1,3,3,1,1,0,0,0,0
nvbench2:train:2199,3,3,3,3,9,9,8,8,1,1,1,0
nvbench2:train:2200,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2201,4,2,4,4,10,10,9,9,1,1,1,0
nvbench2:train:2202,3,1,3,3,7,7,6,6,1,1,1,1
nvbench2:train:2203,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2204,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2205,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2206,4,4,4,4,12,12,8,8,1,1,1,1
nvbench2:train:2207,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2208,4,2,4,4,10,10,4,4,1,1,1,1
nvbench2:train:2209,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2210,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2211,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2212,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2213,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2214,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2215,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:2216,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2217,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2218,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2219,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:2220,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2221,4,2,2,2,6,6,6,6,0,1,1,1
nvbench2:train:2222,2,2,2,2,6,12,4,4,1,1,1,1
nvbench2:train:2223,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2224,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2225,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2226,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2227,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2228,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2229,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2230,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2231,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2232,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2233,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2234,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:2235,2,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:2236,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:2237,2,1,1,2,4,4,2,2,1,1,1,1
nvbench2:train:2238,3,1,2,3,6,6,5,5,1,1,1,1
nvbench2:train:2239,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:2240,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:2241,2,1,1,1,3,3,2,2,0,0,0,0
nvbench2:train:2242,3,1,1,1,3,3,3,3,0,1,1,1
nvbench2:train:2243,5,1,5,5,11,11,5,5,1,1,1,1
nvbench2:train:2244,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2245,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2246,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2247,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2248,4,1,4,4,9,18,18,15,1,1,1,1
nvbench2:train:2249,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2250,4,1,4,4,9,18,10,10,1,1,1,1
nvbench2:train:2251,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2252,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2253,4,1,4,4,9,18,18,15,1,1,1,1
nvbench2:train:2254,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2255,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2256,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:2257,4,2,4,4,10,10,8,8,1,1,1,1
nvbench2:train:2258,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2259,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2260,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2261,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2262,4,2,4,4,10,10,4,4,1,1,1,1
nvbench2:train:2263,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2264,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2265,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2266,2,1,2,2,5,5,2,2,0,0,0,0
nvbench2:train:2267,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2268,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:2269,2,2,2,2,6,6,2,2,0,0,0,0
nvbench2:train:2270,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2271,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2272,1,1,1,1,3,3,3,3,1,1,1,1
nvbench2:train:2273,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2274,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:2275,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2276,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2277,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2278,4,4,4,4,12,12,12,12,1,1,1,0
nvbench2:train:2279,5,5,5,5,15,15,10,10,0,1,1,0
nvbench2:train:2280,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2281,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2282,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2283,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2284,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2285,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:2286,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2287,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:2288,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2289,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:2290,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2291,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2292,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:2293,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2294,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2295,3,2,2,3,7,7,5,5,1,1,1,1
nvbench2:train:2296,3,1,2,1,4,4,3,3,0,1,1,1
nvbench2:train:2297,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2298,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2299,2,1,2,1,4,4,3,3,0,1,1,1
nvbench2:train:2300,4,1,4,4,9,9,8,8,1,1,1,1
nvbench2:train:2301,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:2302,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2303,5,1,5,5,11,11,5,5,1,1,1,1
nvbench2:train:2304,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:2305,2,1,2,2,5,10,10,10,1,1,1,1
nvbench2:train:2306,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2307,2,1,2,2,5,10,6,6,1,1,1,1
nvbench2:train:2308,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2309,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2310,2,1,2,2,5,10,10,10,1,1,1,1
nvbench2:train:2311,5,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:2312,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2313,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2314,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2315,2,1,2,2,5,10,10,10,1,1,1,1
nvbench2:train:2316,2,1,2,2,5,10,6,6,1,1,1,1
nvbench2:train:2317,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2318,5,1,5,5,11,11,10,10,1,1,1,0
nvbench2:train:2319,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2320,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:2321,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:2322,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2323,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2324,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2325,4,1,4,4,9,18,18,15,1,1,1,1
nvbench2:train:2326,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2327,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2328,2,1,2,1,4,4,2,2,0,1,1,1
nvbench2:train:2329,2,2,2,1,5,5,2,2,0,1,1,1
nvbench2:train:2330,4,1,4,4,9,18,10,10,1,1,1,1
nvbench2:train:2331,5,2,4,5,11,11,10,10,1,1,1,1
nvbench2:train:2332,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2333,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2334,5,2,4,5,11,11,11,11,1,1,1,0
nvbench2:train:2335,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2336,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:2337,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2338,5,5,5,5,15,18,14,14,1,1,1,0
nvbench2:train:2339,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2340,2,1,1,2,4,4,2,2,1,1,1,1
nvbench2:train:2341,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:2342,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2343,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:2344,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2345,5,2,3,5,10,10,9,9,1,1,1,1
nvbench2:train:2346,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2347,2,1,1,1,3,3,2,2,0,0,0,0
nvbench2:train:2348,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2349,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:2350,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2351,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2352,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2353,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2354,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2355,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:2356,2,1,1,1,3,3,2,2,0,0,0,0
nvbench2:train:2357,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2358,2,1,1,1,3,3,2,2,0,0,0,0
nvbench2:train:2359,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2360,2,1,1,1,3,3,1,1,0,0,0,0
nvbench2:train:2361,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2362,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2363,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:2364,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2365,3,2,3,3,8,8,6,6,1,1,1,1
nvbench2:train:2366,2,2,2,2,6,6,4,4,0,1,1,1
nvbench2:train:2367,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2368,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:2369,4,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:2370,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2371,2,2,2,1,5,5,3,3,0,0,0,0
nvbench2:train:2372,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:2373,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:2374,5,1,5,5,11,11,5,5,1,1,1,1
nvbench2:train:2375,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2376,5,2,4,5,11,11,9,9,1,1,1,1
nvbench2:train:2377,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2378,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2379,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2380,4,1,4,4,9,9,6,6,1,1,1,1
nvbench2:train:2381,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2382,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:2383,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2384,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2385,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2386,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2387,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2388,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:2389,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2390,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:2391,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2392,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:2393,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:2394,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2395,2,1,2,2,5,5,3,3,0,0,0,0
nvbench2:train:2396,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2397,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2398,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:2399,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:2400,4,2,4,4,10,10,5,5,1,1,1,1
nvbench2:train:2401,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2402,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:2403,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2404,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:2405,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2406,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2407,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2408,5,1,5,5,11,11,10,10,1,1,1,0
nvbench2:train:2409,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:2410,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:2411,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:2412,3,2,2,2,6,8,6,6,0,1,1,1
nvbench2:train:2413,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:2414,5,1,4,5,10,12,7,7,1,1,1,1
nvbench2:train:2415,2,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:2416,2,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:2417,4,2,1,2,5,5,4,4,0,1,1,1
nvbench2:train:2418,2,2,2,2,6,6,5,5,1,1,1,1
nvbench2:train:2419,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:2420,2,2,2,2,6,6,5,5,1,1,1,1
nvbench2:train:2421,2,2,2,2,6,6,5,5,1,1,1,1
nvbench2:train:2422,3,3,3,3,10,10,8,8,1,1,1,0
nvbench2:train:2423,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:2424,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2425,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:2426,2,1,2,2,5,5,3,3,1,1,1,1
